Name,Short name,URL name,Tags,Home page,Publication scheme,Disclosure log,Notes,Created at,Updated at,Version
Prefeitura de Major Isidoro - AL,"",prefeitura_de_major_isidoro_al,municipal prefeitura executivo,http://www.uol.com.br,"","","Endereço: Pça. Leopoldo Amaral, S/N - Centro
CEP: 57-580.000
Telefone: (82) 3424-1591
Fax/Celular: (82) 3424-1245
",2011-11-01 19:23:44 -0200,2011-11-01 19:23:44 -0200,1
Prefeitura de Major Sales - RN,"",prefeitura_de_major_sales_rn,municipal prefeitura executivo,http://www.uol.com.br,"","","Endereço: R. Nilza Fernandes, 640 - Centro
CEP: 59-945.000
Telefone: (84) 3388-0111
Fax/Celular: (84) 3388-0113
",2011-11-01 19:29:42 -0200,2011-11-01 19:29:42 -0200,1
Prefeitura de Major Vieira - SC,"",prefeitura_de_major_vieira_sc,municipal prefeitura executivo,http://www.majorvieira.sc.gov.br,"","","Endereço: Trav. Otacílio Florentino de Souza, 210 - Centro
CEP: 89-480.000
Telefone: (47) 3655-1111
Fax/Celular: (47) 655-1112
",2011-11-01 19:31:03 -0200,2011-11-01 19:31:03 -0200,1
Prefeitura de Malacacheta - MG,"",prefeitura_de_malacacheta_mg,municipal prefeitura executivo,http://www.pop.com.br,"","","Endereço: Pça. Monsenhor Jorge Lopes de Oliveira, 130 - Centro
CEP: 39-690.000
Telefone: (33) 3514-1629
Fax/Celular: (33) 3514-1133
",2011-11-01 19:26:33 -0200,2011-11-01 19:26:33 -0200,1
Prefeitura de Malhada - BA,"",prefeitura_de_malhada_ba,municipal prefeitura executivo,http://www.uol.com.br,"","","Endereço: Av. Santa Cruz, S/N - Centro
CEP: 46-440.000
Telefone: (77) 3691-2145
Fax/Celular: (77) 3691-2145
",2011-11-01 19:24:21 -0200,2011-11-01 19:24:21 -0200,1
Prefeitura de Malhada de Pedras - BA,"",prefeitura_de_malhada_de_pedras_ba,municipal prefeitura executivo,http://www.gmail.com,"","","Endereço: Pça. da Bandeira, 7 - Centro
CEP: 46-110.000
Telefone: (77) 3449-2120
Fax/Celular: (77) 3449-2120
",2011-11-01 19:24:21 -0200,2011-11-01 19:24:21 -0200,1
Prefeitura de Malhada dos Bois - SE,"",prefeitura_de_malhada_dos_bois_se,municipal prefeitura executivo,http://www.bol.com.br,"","","Endereço: Rua do Comércio, 170 - Centro
CEP: 49-940.000
Telefone: (79) 3365-1150
Fax/Celular: (79) 3365-1151
",2011-11-01 19:31:19 -0200,2011-11-01 19:31:19 -0200,1
Prefeitura de Malhador - SE,"",prefeitura_de_malhador_se,municipal prefeitura executivo,http://www.infonet.com.br,"","","Endereço: Pça. 25 de Novembro, 133 - Centro
CEP: 49-570.000
Telefone: (79) 3442-1252
Fax/Celular: (79) 3442-1237
",2011-11-01 19:31:19 -0200,2011-11-01 19:31:19 -0200,1
Prefeitura de Mallet - PR,"",prefeitura_de_mallet_pr,municipal prefeitura executivo,,"","","Endereço: Rua Major. Estevão, 180 - Centro
CEP: 84-570.000
Telefone: (42) 3542-1204
Fax/Celular: (42) 3542-1204
",2011-11-01 19:29:05 -0200,2011-11-01 19:29:05 -0200,1
Prefeitura de Malta - PB,"",prefeitura_de_malta_pb,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Rua Manoel Marques Fernandes, 67 - Centro
CEP: 58-713.000
Telefone: (83) 3471-1232
Fax/Celular: (83) 3471-1232
",2011-11-01 19:27:57 -0200,2011-11-01 19:27:57 -0200,1
Prefeitura de Mamanguape - PB,"",prefeitura_de_mamanguape_pb,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Rua do Imperador - Centro
CEP: 58-280.000
Telefone: (83) 3292-2246
Fax/Celular: (83) 3292-3568
",2011-11-01 19:27:57 -0200,2011-11-01 19:27:57 -0200,1
Prefeitura de Mambaí - GO,"",prefeitura_de_mamba_go,municipal prefeitura executivo,http://www.uol.com.br,"","","Endereço: Rua Costa e Silva, Quadra 04 Lote 01 - Centro
CEP: 73-970.000
Telefone: (62) 3484-1251
Fax/Celular: (62) 3484-1252
",2011-11-01 19:25:17 -0200,2011-11-01 19:25:17 -0200,1
Prefeitura de Mamborê - PR,"",prefeitura_de_mambor_pr,municipal prefeitura executivo,http://www.intermam.com.br,"","","Endereço: Rua Guadalajara, 645 - Centro
CEP: 87-340.000
Telefone: (44) 3568-1272
Fax/Celular: (44) 3568-1149
",2011-11-01 19:29:06 -0200,2011-11-01 19:29:06 -0200,1
Prefeitura de Mamonas - MG,"",prefeitura_de_mamonas_mg,municipal prefeitura executivo,http://www.terra.com.br,"","","Endereço: Rua José gomes lira,43 - Centro
CEP: 39-516.000
Telefone: (38) 3814-1126
Fax/Celular: (38) 3814-1126
",2011-11-01 19:26:33 -0200,2011-11-01 19:26:33 -0200,1
Prefeitura de Mampituba - RS,"",prefeitura_de_mampituba_rs,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Rua Herculano Lopes, 220 - Centro
CEP: 95-572.970
Telefone: (51) 3615-2058
Fax/Celular: (51) 3615-2900
",2011-11-01 19:30:22 -0200,2011-11-01 19:30:22 -0200,1
Prefeitura de Manacapuru - AM,"",prefeitura_de_manacapuru_am,municipal prefeitura executivo,http://www.argo.com.br,"","","Endereço: Praça XVI de julho, 1001 - Centro
CEP: 69-400.000
Telefone: (92) 3361-3037
Fax/Celular: (92) 3361-3043
",2011-11-01 19:23:53 -0200,2011-11-01 19:23:53 -0200,1
Prefeitura de Manaquiri - AM,"",prefeitura_de_manaquiri_am,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Rua Pedro Pastor, 41 - Centro
CEP: 69-435.000
Telefone: (92) 3363-1064
Fax/Celular: (92) 3363-1176
",2011-11-01 19:23:53 -0200,2011-11-01 19:23:53 -0200,1
Prefeitura de Manaíra - PB,"",prefeitura_de_manara_pb,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Rua José Rosas, 426 - centro
CEP: 58-995.000
Telefone: (83) 3458-1004
Fax/Celular: (83) 3458-1004
",2011-11-01 19:27:57 -0200,2011-11-01 19:27:57 -0200,1
Prefeitura de Manari - PE,"",prefeitura_de_manari_pe,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: R. Nova, s/n - Centro
CEP: 56-565.000
Telefone: (87) 3840-7120
Fax/Celular: (87) 3840-7219
",2011-11-01 19:28:18 -0200,2011-11-01 19:28:18 -0200,1
Prefeitura de Manaus - AM,"",prefeitura_de_manaus_am,municipal prefeitura executivo,http://www.pmm.am.gov.br,"","","Endereço: Av. Brasil, 2971 - Compensa I
CEP: 69-036.110
Telefone: (92) 3672-1505
Fax/Celular: (92) 3671-8774
",2011-11-01 19:23:53 -0200,2011-11-01 19:23:53 -0200,1
Prefeitura de Mandaguari - PR,"",prefeitura_de_mandaguari_pr,municipal prefeitura executivo,http://www.mandaguari.pr.gov.br,"","","Endereço: Av.Amazonas, 500 - Centro
CEP: 86-975.000
Telefone: (44) 3233-1214
Fax/Celular: (44) 3233-1214
",2011-11-01 19:29:06 -0200,2011-11-01 19:29:06 -0200,1
Prefeitura de Mandaguaçu - PR,"",prefeitura_de_mandaguau_pr,municipal prefeitura executivo,http://www.iw-net.com.br,"","","Endereço: Rua Bernardino Bolgo, 175 - Centro
CEP: 87-160.000
Telefone: (44) 3245-1122
Fax/Celular: (44) 3245-1832
",2011-11-01 19:29:06 -0200,2011-11-01 19:29:06 -0200,1
Prefeitura de Mandirituba - PR,"",prefeitura_de_mandirituba_pr,municipal prefeitura executivo,http://www.mandirituba.pr.gov.br,"","","Endereço: Pça. Bom jesus, 44 - Centro
CEP: 83-800.000
Telefone: (41) 3626-1122
Fax/Celular: (41) 3626-1122
",2011-11-01 19:29:06 -0200,2011-11-01 19:29:06 -0200,1
Prefeitura de Manduri - SP,"",prefeitura_de_manduri_sp,municipal prefeitura executivo,http://www.manduri.sp.gov.br,"","","Endereço: Rua Bahia, 233 - Centro
CEP: 18-780.000
Telefone: (14) 3356-9011
Fax/Celular: (14) 3356-1113
",2011-11-01 19:31:55 -0200,2011-11-01 19:31:55 -0200,1
Prefeitura de Manfrinópolis - PR,"",prefeitura_de_manfrinpolis_pr,municipal prefeitura executivo,http://www.manfrinopolis.pr.gov.br,"","","Endereço: Rua Doze, s/n - Centro
CEP: 85-628.000
Telefone: (46) 3562-1086
Fax/Celular: (46) 3562-1001
",2011-11-01 19:29:06 -0200,2011-11-01 19:29:06 -0200,1
Prefeitura de Manga - MG,"",prefeitura_de_manga_mg,municipal prefeitura executivo,http://www.interpop.com,"","","Endereço: Pça. Costa e Silva, 1477 - Centro
CEP: 39-460.000
Telefone: (38) 3615-1170
Fax/Celular: (38) 3615-1633
",2011-11-01 19:26:33 -0200,2011-11-01 19:26:33 -0200,1
Prefeitura de Mangaratiba - RJ,"",prefeitura_de_mangaratiba_rj,municipal prefeitura executivo,http://www.mangaratiba.rj.gov.br,"","","Endereço: Pça. Roberto Simões, 92 - Centro
CEP: 23-860.000
Telefone: (21) 2789-6000
Fax/Celular: (21) 2789-2317
",2011-11-01 19:29:29 -0200,2011-11-01 19:29:29 -0200,1
Prefeitura de Mangueirinha - PR,"",prefeitura_de_mangueirinha_pr,municipal prefeitura executivo,http://www.mangueirinha.pr.gov.br,"","","Endereço: Pça. Francisco de Assis Reis, 1060 - Centro
CEP: 85-540.000
Telefone: (46) 3243-1122
Fax/Celular: (46) 3243-1122
",2011-11-01 19:29:06 -0200,2011-11-01 19:29:06 -0200,1
Prefeitura de Manhuaçu - MG,"",prefeitura_de_manhuau_mg,municipal prefeitura executivo,http://www.veloxmail.com.br,"","","Endereço: Pça. Cordovil Pinto Coelho, 460 - Centro
CEP: 36-900.000
Telefone: (33) 3332-3710
Fax/Celular: (33) 3332-3723
",2011-11-01 19:26:33 -0200,2011-11-01 19:26:33 -0200,1
Prefeitura de Manhumirim - MG,"",prefeitura_de_manhumirim_mg,municipal prefeitura executivo,http://www.uai.com.br,"","","Endereço: R. Rock Porcaro Junior, 13 - Centro
CEP: 36-970.000
Telefone: (33) 3341-1424
Fax/Celular: (33) 3341-1424
",2011-11-01 19:26:33 -0200,2011-11-01 19:26:33 -0200,1
Prefeitura de Manicoré - AM,"",prefeitura_de_manicor_am,municipal prefeitura executivo,http://www.primeisp.com.br,"","","Endereço: Av. Getúlio Vargas, 525 - Alto do Banco do Brasil - Centro
CEP: 69-280.000
Telefone: (97) 3385-1555
Fax/Celular: (97) 3385-2109
",2011-11-01 19:23:53 -0200,2011-11-01 19:23:53 -0200,1
Prefeitura de Manoel Emídio - PI,"",prefeitura_de_manoel_emdio_pi,municipal prefeitura executivo,http://www.urgueia.com.br,"","",,2011-11-01 19:28:37 -0200,2011-11-01 19:28:37 -0200,1
Prefeitura de Manoel Ribas - PR,"",prefeitura_de_manoel_ribas_pr,municipal prefeitura executivo,http://www.matrix.com.br,"","","Endereço: R. Sete de Setembro,366 - Centro
CEP: 85-260.000
Telefone: (43) 3435-1223
Fax/Celular: (43) 3435-1223
",2011-11-01 19:29:06 -0200,2011-11-01 19:29:06 -0200,1
Prefeitura de Manoel Urbano - AC,"",prefeitura_de_manoel_urbano_ac,municipal prefeitura executivo,http://www.ac.gov.br,"","","Endereço: Rua Valério Caldas Magalhães, S/N - Centro
CEP: 69-950.000
Telefone: (68) 3611-1087
Fax/Celular: (68) 3611-1126
",2011-11-01 19:23:39 -0200,2011-11-01 19:23:39 -0200,1
Prefeitura de Manoel Viana - RS,"",prefeitura_de_manoel_viana_rs,municipal prefeitura executivo,http://www.gpsnet.com.br,"","",,2011-11-01 19:30:22 -0200,2011-11-01 19:30:22 -0200,1
Prefeitura de Manoel Vitorino - BA,"",prefeitura_de_manoel_vitorino_ba,municipal prefeitura executivo,http://www.manoelvitorino.com.br,"","","Endereço: Av. Gabriel Dantas Novaes, 200 - Centro
CEP: 45-240.000
Telefone: (73) 3549-2545
Fax/Celular: (73) 3549-2146
",2011-11-01 19:24:21 -0200,2011-11-01 19:24:21 -0200,1
Prefeitura de Mansidão - BA,"",prefeitura_de_mansido_ba,municipal prefeitura executivo,http://www.freire.com.br,"","","Endereço: R. Capitão Manoel Remígio, 80 - Centro
CEP: 47-160.000
Telefone: (77) 3641-2118
Fax/Celular: (77) 3641-2174
",2011-11-01 19:24:21 -0200,2011-11-01 19:24:21 -0200,1
Prefeitura de Mantena - MG,"",prefeitura_de_mantena_mg,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Av. José Mol, 216 1º andar - Centro
CEP: 35-290.000
Telefone: (33) 3241-1325
Fax/Celular: (33) 3241-1325
",2011-11-01 19:26:33 -0200,2011-11-01 19:26:33 -0200,1
Prefeitura de Mantenópolis - ES,"",prefeitura_de_mantenpolis_es,municipal prefeitura executivo,http://www.terra.com.br,"","","Endereço: Av. Presidente Vargas, 545 - Centro
CEP: 29-770.000
Telefone: (27) 3758-1208
Fax/Celular: (27) 3758-1186
",2011-11-01 19:25:00 -0200,2011-11-01 19:25:00 -0200,1
Prefeitura de Maquiné - RS,"",prefeitura_de_maquin_rs,municipal prefeitura executivo,http://www.pmmaquine.com.br,"","","Endereço: Rua Osvaldo Bastos, 622 - Centro
CEP: 95-530.000
Telefone: (51) 3628-1325
Fax/Celular: (51) 3628-1374
",2011-11-01 19:30:22 -0200,2011-11-01 19:30:22 -0200,1
Prefeitura de Mar de Espanha - MG,"",prefeitura_de_mar_de_espanha_mg,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Pça. Barão de Ayuruoca, 53 - Centro
CEP: 36-640.000
Telefone: (32) 3276-1225
Fax/Celular: (32) 3276-1225
",2011-11-01 19:26:33 -0200,2011-11-01 19:26:33 -0200,1
Prefeitura de Mar Vermelho - AL,"",prefeitura_de_mar_vermelho_al,municipal prefeitura executivo,http://www.marvermelho.al.br,"","","Endereço: Rua Professor José Farias s/n - Conjunto Margarida Procópio
CEP: 57-730.000
Telefone: (82) 3204-5188
Fax/Celular: (82) 3204-5183
",2011-11-01 19:23:45 -0200,2011-11-01 19:23:45 -0200,1
Prefeitura de Maraã - AM,"",prefeitura_de_mara_am,municipal prefeitura executivo,http://www.vivax.com.br,"","","Endereço: Av. Castelo Branco, 110 - Centro
CEP: 69-490.000
Telefone: (97) 3428-1269
Fax/Celular: (97) 3633-2575
",2011-11-01 19:23:53 -0200,2011-11-01 19:23:53 -0200,1
Prefeitura de Maraú - BA,"",prefeitura_de_mara_ba,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: R. Ciqueira Campos, s/n - Cambuizo
CEP: 45-520.000
Telefone: (73) 3258-2172
Fax/Celular: (73) 3258-2172
",2011-11-01 19:24:22 -0200,2011-11-01 19:24:22 -0200,1
Prefeitura de Mara Rosa - GO,"",prefeitura_de_mara_rosa_go,municipal prefeitura executivo,http://www.cultura.com.br,"","","Endereço: Pça. José Mauricio de Moura, 378 - Centro
CEP: 76-490.000
Telefone: (62) 3366-1369
Fax/Celular: (62) 3366-1369
",2011-11-01 19:25:18 -0200,2011-11-01 19:25:18 -0200,1
Prefeitura de Marabá - PA,"",prefeitura_de_marab_pa,municipal prefeitura executivo,http://www.maraba.pa.gov.br,"","","Endereço: Folha 31, passo municipal - Nova Marabá
CEP: 68-508.970
Telefone: (94) 3322-2982
Fax/Celular: (94) 3322-2982
",2011-11-01 19:27:38 -0200,2011-11-01 19:27:38 -0200,1
Prefeitura de Marabá Paulista - SP,"",prefeitura_de_marab_paulista_sp,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Rua Cafelândia, 135 - Centro
CEP: 19-430.000
Telefone: (18) 3996-1142
Fax/Celular: (18) 3296-1142
",2011-11-01 19:31:56 -0200,2011-11-01 19:31:56 -0200,1
Prefeitura de Maracaí - SP,"",prefeitura_de_maraca_sp,municipal prefeitura executivo,http://www.itelefonica.com.br,"","","Endereço: Av. José Bonifácio, 517 - Centro
CEP: 19-840.000
Telefone: (18) 3371-1121
Fax/Celular: (18) 3371-1101
",2011-11-01 19:31:56 -0200,2011-11-01 19:31:56 -0200,1
Prefeitura de Maracajá - SC,"",prefeitura_de_maracaj_sc,municipal prefeitura executivo,http://www.contato.net,"","","Endereço: Av. Getúlio Vargas, 530 - Centro
CEP: 88-915.000
Telefone: (48) 3523-1111
Fax/Celular: (48) 3523-1111
",2011-11-01 19:31:03 -0200,2011-11-01 19:31:03 -0200,1
Prefeitura de Maracaju - MS,"",prefeitura_de_maracaju_ms,municipal prefeitura executivo,http://www.maracaju.ms.gov.br,"","","Endereço: Rua Apa, 120 - Centro
CEP: 79-150.000
Telefone: (67) 3454-1320
Fax/Celular: (67) 3454-2418
",2011-11-01 19:27:15 -0200,2011-11-01 19:27:15 -0200,1
Prefeitura de Maracanã - PA,"",prefeitura_de_maracan_pa,municipal prefeitura executivo,,"","","Endereço: Av. Magalhães Barata, S/N - Centro
CEP: 68-710.000
Telefone: (91) 3448-1438
Fax/Celular: (91) 3448-1178
",2011-11-01 19:27:38 -0200,2011-11-01 19:27:38 -0200,1
Prefeitura de Maracanaú - CE,"",prefeitura_de_maracana_ce,municipal prefeitura executivo,http://www.maracanau.ce.gov.br,"","","Endereço: Rua 1 nº 652, Palacio do Genipapeiro, - Conjunto Novo Maracanau
CEP: 61-905.430
Telefone: (85) 3521-5853
Fax/Celular: (85) 3371-8517
",2011-11-01 19:24:48 -0200,2011-11-01 19:24:48 -0200,1
Prefeitura de Maracaçumé - MA,"",prefeitura_de_maracaum_ma,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Av. Dayse de Sousa, s/n - Centro
CEP: 65-289.000
Telefone: (98) 3373-1559
Fax/Celular: (98) 3373-1559
",2011-11-01 19:25:39 -0200,2011-11-01 19:25:39 -0200,1
Prefeitura de Maracás - BA,"",prefeitura_de_maracs_ba,municipal prefeitura executivo,http://www.terra.com.br,"","","Endereço: Pça. Rui Barbosa, 705 - Centro
CEP: 45-360.000
Telefone: (73) 3533-2121
Fax/Celular: (73) 3533-2122
",2011-11-01 19:24:21 -0200,2011-11-01 19:24:21 -0200,1
Prefeitura de Maragogi - AL,"",prefeitura_de_maragogi_al,municipal prefeitura executivo,http://www.pop.com.br,"","","Endereço: Pça. Guedes de Miranda, 30 - Centro
CEP: 57-955.000
Telefone: (82) 3296-1266
Fax/Celular: (82) 3296-1266
",2011-11-01 19:23:45 -0200,2011-11-01 19:23:45 -0200,1
Prefeitura de Maragogipe - BA,"",prefeitura_de_maragogipe_ba,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: R. Durval de Morais, 6 - Centro
CEP: 44-420.000
Telefone: (75) 3526-2950
Fax/Celular: (75) 3526-1310
",2011-11-01 19:24:21 -0200,2011-11-01 19:24:21 -0200,1
Prefeitura de Maraial - PE,"",prefeitura_de_maraial_pe,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: R. Dr. José Higino, 132 - Centro
CEP: 55-405.000
Telefone: (81) 3683-1061
Fax/Celular: (81) 3683-1061
",2011-11-01 19:28:18 -0200,2011-11-01 19:28:18 -0200,1
Prefeitura de Marajá do Sena - MA,"",prefeitura_de_maraj_do_sena_ma,municipal prefeitura executivo,http://www.click21.com.br,"","","Endereço: Av. Deputado César Bandeira, S/N - Centro
CEP: 65-714.000
Telefone: (98) 3674-1065
Fax/Celular: (98) 3674-1005
",2011-11-01 19:25:39 -0200,2011-11-01 19:25:39 -0200,1
Prefeitura de Maranguape - CE,"",prefeitura_de_maranguape_ce,municipal prefeitura executivo,http://www.yahoo.com.br,"","",,2011-11-01 19:24:48 -0200,2011-11-01 19:24:48 -0200,1
Prefeitura de Maranhãozinho - MA,"",prefeitura_de_maranhozinho_ma,municipal prefeitura executivo,http://www.oi.com.br,"","","Endereço: Rua Boa Vista, n 1 - Centro
CEP: 65-283.000
Telefone: (98) 3325-1047
Fax/Celular: (98) 3325-1047
",2011-11-01 19:25:39 -0200,2011-11-01 19:25:39 -0200,1
Prefeitura de Marapanim - PA,"",prefeitura_de_marapanim_pa,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Rua Floriano Peixoto, 211 - Centro
CEP: 68-760.000
Telefone: (91) 3723-1170
Fax/Celular: (91) 3723-1130
",2011-11-01 19:27:38 -0200,2011-11-01 19:27:38 -0200,1
Prefeitura de Marapoama - SP,"",prefeitura_de_marapoama_sp,municipal prefeitura executivo,http://www.terra.com.br,"","","Endereço: Rua XV de Novembro - 141 - Centro
CEP: 15-845.000
Telefone: (17) 3548-1180
Fax/Celular: (17) 3548-1180
",2011-11-01 19:31:56 -0200,2011-11-01 19:31:56 -0200,1
Prefeitura de Maratá - RS,"",prefeitura_de_marat_rs,municipal prefeitura executivo,http://www.maratars.com.br,"","","Endereço: Av. Irmãos Kofreitag, 409 - Centro
CEP: 95-793.000
Telefone: (51) 3614-4142
Fax/Celular: (51) 3614-4147
",2011-11-01 19:30:22 -0200,2011-11-01 19:30:22 -0200,1
Prefeitura de Marataizes - ES,"",prefeitura_de_marataizes_es,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Av. Rubens Rangel, 1604 - Cidade Nova
CEP: 29-345.000
Telefone: (28) 3532-3636
Fax/Celular: (28) 3532-1247
",2011-11-01 19:25:00 -0200,2011-11-01 19:25:00 -0200,1
Prefeitura de Marau - RS,"",prefeitura_de_marau_rs,municipal prefeitura executivo,http://www.portalnet.com.br,"","","Endereço: Rua Irineu Ferlin, 355 - Centro
CEP: 99-150.000
Telefone: (54) 3342-9500
Fax/Celular: (54) 342-3173
",2011-11-01 19:30:22 -0200,2011-11-01 19:30:22 -0200,1
Prefeitura de Maravilha - AL,"",prefeitura_de_maravilha_al,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Pça. Francisco Soares, 29 - Centro
CEP: 57-520.000
Telefone: (82) 3625-1123
Fax/Celular: (82) 3625-1123
",2011-11-01 19:23:45 -0200,2011-11-01 19:23:45 -0200,1
Prefeitura de Maravilha - SC,"",prefeitura_de_maravilha_sc,municipal prefeitura executivo,http://www.maravilha.sc.gov.br,"","","Endereço: Av. Euclides da Cunha, 60 - Centro
CEP: 89-874.000
Telefone: (49) 3664-0044
Fax/Celular: (49) 3664-0044
",2011-11-01 19:31:03 -0200,2011-11-01 19:31:03 -0200,1
Prefeitura de Maravilhas - MG,"",prefeitura_de_maravilhas_mg,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Av. Brasil, 33 - Centro
CEP: 35-666.000
Telefone: (37) 3272-1155
Fax/Celular: (37) 3272-1183
",2011-11-01 19:26:33 -0200,2011-11-01 19:26:33 -0200,1
Prefeitura de Marcação - PB,"",prefeitura_de_marcao_pb,municipal prefeitura executivo,http://www.primeisp.com.br,"","","Endereço: Travessa Manoel Leandro da Silva, S/N - Centro
CEP: 58-294.000
Telefone: (83) 3625-1111
Fax/Celular: (83) 3625-1122
",2011-11-01 19:27:57 -0200,2011-11-01 19:27:57 -0200,1
Prefeitura de Marcelino Ramos - RS,"",prefeitura_de_marcelino_ramos_rs,municipal prefeitura executivo,http://www.marcelinoramos.tur.br,"","","Endereço: Pça. Pe. Basso, 15 - Centro
CEP: 99-800.000
Telefone: (54) 3372-1334
Fax/Celular: (54) 372-1260
",2011-11-01 19:30:22 -0200,2011-11-01 19:30:22 -0200,1
Prefeitura de Marcelino Vieira - RN,"",prefeitura_de_marcelino_vieira_rn,municipal prefeitura executivo,http://www.brisanet.com.br,"","","Endereço: Rua Cel José Marcelino, 109 - Centro
CEP: 59-970.000
Telefone: (84) 3385-2070
Fax/Celular: (84) 3385-2070
",2011-11-01 19:29:42 -0200,2011-11-01 19:29:42 -0200,1
Prefeitura de Marcelândia - MT,"",prefeitura_de_marcelndia_mt,municipal prefeitura executivo,http://www.marcelandia.mt.gov.br,"","","Endereço: Rua Guaíra, 777 - Centro
CEP: 78-535.000
Telefone: (66) 3536-1828
Fax/Celular: (66) 3536-1828
",2011-11-01 19:27:24 -0200,2011-11-01 19:27:24 -0200,1
Prefeitura de Marcionílio Souza - BA,"",prefeitura_de_marcionlio_souza_ba,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: R. Agripino Novaes, 150 - Centro
CEP: 46-780.000
Telefone: (75) 3340-2123
Fax/Celular: (75) 3340-2123
",2011-11-01 19:24:22 -0200,2011-11-01 19:24:22 -0200,1
Prefeitura de Marco - CE,"",prefeitura_de_marco_ce,municipal prefeitura executivo,,"","","Endereço: Pça. Dom José Tupinambá da Frotas, s/n - Centro
CEP: 62-560.000
Telefone: (88) 3664-1360
Fax/Celular: (88) 3661-1163
",2011-11-01 19:24:48 -0200,2011-11-01 19:24:48 -0200,1
Prefeitura de Marcolândia - PI,"",prefeitura_de_marcolndia_pi,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Av. Corinto Matos, 260 - Centro
CEP: 64-685.000
Telefone: (89) 3439-1174
Fax/Celular: (89) 3439-1174
",2011-11-01 19:28:37 -0200,2011-11-01 19:28:37 -0200,1
Prefeitura de Marcos Parente - PI,"",prefeitura_de_marcos_parente_pi,municipal prefeitura executivo,http://www.hotmail.com,"","",,2011-11-01 19:28:37 -0200,2011-11-01 19:28:37 -0200,1
Prefeitura de Marechal Cândido Rondon - PR,"",prefeitura_de_marechal_cndido_rondon_pr,municipal prefeitura executivo,http://www.mcr.pr.gov.br,"","","Endereço: Rua Espírito Santo, 777 - centro
CEP: 85-960.000
Telefone: (45) 3284-8828
Fax/Celular: (45) 3254-4139
",2011-11-01 19:29:06 -0200,2011-11-01 19:29:06 -0200,1
Prefeitura de Marechal Deodoro - AL,"",prefeitura_de_marechal_deodoro_al,municipal prefeitura executivo,http://www.marechaldeodoro.com,"","","Endereço: Rua Dr. Tavares Basto, s/n - Centro
CEP: 57-160.000
Telefone: (82) 3263-2600
Fax/Celular: (82) 3263-2601
",2011-11-01 19:23:45 -0200,2011-11-01 19:23:45 -0200,1
Prefeitura de Marechal Floriano - ES,"",prefeitura_de_marechal_floriano_es,municipal prefeitura executivo,http://www.teiasat.com.br,"","","Endereço: Rua David Canal, 57 - Centro
CEP: 29-255.000
Telefone: (27) 3288-1111
Fax/Celular: (27) 3288-1111
",2011-11-01 19:25:00 -0200,2011-11-01 19:25:00 -0200,1
Prefeitura de Marechal Thaumaturgo - AC,"",prefeitura_de_marechal_thaumaturgo_ac,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Rua 5 de Novembro, s/n praça Odon do vale - Centro
CEP: 69-983.000
Telefone: (68) 3325-1074
Fax/Celular: (68) 3322-8239
",2011-11-01 19:23:39 -0200,2011-11-01 19:23:39 -0200,1
Prefeitura de Marema - SC,"",prefeitura_de_marema_sc,municipal prefeitura executivo,http://www.desbrava.com.br,"","","Endereço: Rua Dom Vidal Ramos, 357 - Centro
CEP: 89-860.000
Telefone: (49) 3354-0222
Fax/Celular: (49) 3354-0221
",2011-11-01 19:31:03 -0200,2011-11-01 19:31:03 -0200,1
Prefeitura de Mari - PB,"",prefeitura_de_mari_pb,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Rua Antônio de Luna Freire, 146 - Centro
CEP: 58-345.000
Telefone: (83) 3287-2500
Fax/Celular: (83) 3287-1124
",2011-11-01 19:27:57 -0200,2011-11-01 19:27:57 -0200,1
Prefeitura de Maria da Fé - MG,"",prefeitura_de_maria_da_f_mg,municipal prefeitura executivo,http://www.mariadafe.mg.gov.br,"","","Endereço: Pça. Getúlio Vargas, 60 - Centro
CEP: 37-517.000
Telefone: (35) 3662-1463
Fax/Celular: (35) 3662-1397
",2011-11-01 19:26:33 -0200,2011-11-01 19:26:33 -0200,1
